,team,year,non_fb_o_rating,non_fb_d_rating,o_half_court_dff,d_half_court_dff
0,LAC,2013,1.0582758620689656,1.0052808988764044,0.06000000000000005,0.040000000000000036
1,POR,2013,1.0746666666666667,1.0339772727272727,0.050000000000000044,0.030000000000000027
2,MIA,2013,1.0610588235294118,1.0127586206896553,0.06000000000000005,0.050000000000000044
3,HOU,2013,1.0674157303370788,1.0189655172413792,0.06000000000000005,0.050000000000000044
4,DAL,2013,1.0717241379310345,1.04,0.030000000000000027,0.030000000000000027
5,SAS,2013,1.0610227272727273,0.9839772727272726,0.050000000000000044,0.030000000000000027
6,OKC,2013,1.05,0.9851724137931034,0.030000000000000027,0.050000000000000044
7,PHX,2013,1.051818181818182,1.0193181818181818,0.06000000000000005,0.050000000000000044
8,TOR,2013,1.0498863636363638,1.01,0.040000000000000036,0.030000000000000027
9,MIN,2013,1.055632183908046,1.0218181818181817,0.030000000000000027,0.06000000000000005
10,NYK,2013,1.037816091954023,1.0546666666666666,0.030000000000000027,0.050000000000000044
11,GSW,2013,1.04,0.9801149425287357,0.020000000000000018,0.050000000000000044
12,NOP,2013,1.033181818181818,1.0614606741573034,0.050000000000000044,0.050000000000000044
13,MEM,2013,1.0163636363636364,1.0109090909090908,0.050000000000000044,0.050000000000000044
14,BKN,2013,1.016860465116279,1.0422727272727272,0.06000000000000005,0.030000000000000027
15,DET,2013,1.0139080459770116,1.0645454545454547,0.040000000000000036,0.040000000000000036
16,DEN,2013,1.0238636363636364,1.0481609195402297,0.040000000000000036,0.040000000000000036
17,SAC,2013,1.0323595505617977,1.0419318181818182,0.040000000000000036,0.040000000000000036
18,WAS,2013,1.0173563218390804,1.0045454545454546,0.050000000000000044,0.050000000000000044
19,ATL,2013,1.0198863636363635,1.0324137931034483,0.040000000000000036,0.030000000000000027
20,IND,2013,1.0031460674157304,0.9657954545454547,0.040000000000000036,0.04999999999999993
21,LAL,2013,1.0015909090909092,1.0631034482758621,0.040000000000000036,0.040000000000000036
22,CLE,2013,1.0104545454545455,1.0422727272727272,0.040000000000000036,0.030000000000000027
23,CHA,2013,1.0026666666666668,1.0053333333333334,0.030000000000000027,0.050000000000000044
24,UTA,2013,1.0014606741573033,1.0704545454545455,0.050000000000000044,0.050000000000000044
25,MIL,2013,0.9896629213483145,1.0686363636363638,0.07000000000000006,0.06000000000000005
26,BOS,2013,0.9914606741573033,1.0427272727272727,0.050000000000000044,0.050000000000000044
27,CHI,2013,0.9912643678160921,0.9741379310344827,0.040000000000000036,0.040000000000000036
28,ORL,2013,0.9904545454545454,1.0420454545454545,0.030000000000000027,0.06000000000000005
29,PHI,2013,0.9551724137931034,1.0627586206896553,0.040000000000000036,0.030000000000000027
